id,name,instructions,videoUrl,image,muscleGroups,generalMuscleGroups,injuryRisks,category,isTimed,difficulty,caloriesPerMinute,setsRange,repsRange,restTimeSeconds,exerciseType,movementPattern,specificEquipment,targetIntensity,workoutPhase,recommendedDurationSeconds,minimumEquipmentAlternative,genderAdjustment,pairWith
wall_sit,Wall Sit,"Stand with your back against a wall, feet shoulder-width apart and about two feet away from the wall. Engage your core and slide down the wall until your thighs are parallel to the ground, knees at a 90-degree angle, and directly over your ankles. Keep your back flat against the wall and your hands off your thighs (place them on your hips or let them hang by your sides). Hold this position, breathing steadily, without letting your knees cave inward or your back round. For a regression, don’t slide down as far.",,,Quads;Glutes,Legs;Glutes,Knees,Bodyweight,TRUE,Intermediate,5,03-04,30-60,60,Accessory,Squat,Bodyweight,Moderate,Accessory,30-60,chair_squats,More Lower Body for Women,
handstand_push_ups,Handstand Push-Ups,"Start in a handstand position against a wall, with your hands shoulder-width apart, fingers pointing forward, and heels lightly touching the wall for support. Engage your core and keep your body in a straight line from hands to feet. Inhale as you bend your elbows, lowering your head toward the ground in a controlled motion, keeping your elbows at a 45-degree angle to your body. Exhale as you press back up to the starting position, fully extending your arms. Avoid letting your elbows flare out excessively or your back arch. For a regression, perform with your feet on a box in a pike position.",,,Shoulders;Triceps,Shoulders;Arms,Shoulders;Wrists,Gym,FALSE,Advanced,6,04-May,06-10,90,Compound,Push,Bodyweight,High,Main,,pike_push_ups,More Upper Body for Men,chin_ups
pike_push_ups,Pike Push-Ups,"Start in a downward dog position with your hands shoulder-width apart, hips raised, and body forming an inverted V-shape, feet hip-width apart. Engage your core and keep your neck neutral. Inhale as you bend your elbows, lowering your head toward the ground in a controlled motion, keeping your elbows at a 45-degree angle to your body and focusing on your shoulders. Exhale as you press back up to the starting position, fully extending your arms. Avoid letting your hips sag or your elbows flare out excessively. This is a regression from handstand push-ups.",,,Shoulders;Triceps,Shoulders;Arms,Shoulders;Wrists,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Bodyweight,Moderate,Main,,push_ups,More Upper Body for Men,inverted_row
single_leg_deadlift,Single Leg Deadlift,"Stand on your left leg, holding a dumbbell in your right hand, with your right leg slightly bent and lifted off the ground behind you. Keep your back flat and core engaged. Inhale as you hinge at your hips, lowering the dumbbell toward the ground while extending your right leg straight back, maintaining balance. Lower until your torso is parallel to the ground, then exhale as you return to the starting position, squeezing your glutes. Switch sides. Avoid rounding your back or letting your standing knee cave inward.",,assets/images/single_leg_deadlift.jpg,Hamstrings;Glutes,Legs;Glutes,Balance;Lower Back,Strength,FALSE,Intermediate,5,03-04,08-12,60,Dynamic,Hinge,Dumbbells,Moderate,Main,,Bodyweight,,
superman_hold,Superman Hold,"Lie face down on a mat with your arms extended in front of you, legs straight, and neck in a neutral position. Engage your core and squeeze your glutes. Exhale as you simultaneously lift your arms, chest, and legs off the ground, keeping your gaze slightly forward to avoid straining your neck. Hold this position for a few seconds, feeling the contraction in your lower back and glutes, then inhale as you lower back down with control. Avoid overarching your back or shrugging your shoulders. For beginners, start with 10-15 seconds.",,assets/images/superman_hold.jpg,Lower Back;Glutes,Back;Glutes,Lower Back,Core,TRUE,Beginner,4,03-04,15-30 seconds,30,Isometric,Extension,Bodyweight,Low,Main,15-90,Bodyweight,,
good_morning_barbell,Good Morning Barbell,"Stand with your feet shoulder-width apart, holding a barbell across your upper back (on your traps, not your neck), hands gripping the bar just outside your shoulders. Keep a slight bend in your knees and engage your core. Inhale as you hinge at your hips, pushing your hips back and lowering your torso until it’s nearly parallel to the ground, feeling a stretch in your hamstrings. Keep your back flat and neck neutral. Exhale as you drive your hips forward to return to the starting position, squeezing your glutes at the top. Avoid rounding your back or letting your knees bend excessively.",,,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,Strength,FALSE,Intermediate,5,03-04,08-12,60,Dynamic,Hinge,Barbell,Moderate,Main,,Bodyweight,,
walking_lunges,Walking Lunges,"Stand with your feet hip-width apart, hands on your hips or by your sides. Step forward with your right leg, lowering your body into a lunge until both knees form 90-degree angles, keeping your front knee over your ankle and your back knee just above the ground. Exhale as you push through your right heel to stand and bring your left leg forward into the next lunge. Continue alternating legs, keeping your torso upright and core engaged. Avoid letting your front knee extend past your toes or your back knee touch the ground.",,assets/images/walking_lunges.jpg,Quads;Glutes,Legs;Glutes,Knees,Strength,FALSE,Intermediate,4,03-04,10-15 per leg,60,Dynamic,Lunge,Bodyweight,Moderate,Main,,Bodyweight,,
walking_lunges_with_dumbbells,Walking Lunges with Dumbbells,"Stand with your feet hip-width apart, holding a dumbbell in each hand by your sides, palms facing your body. Step forward with your right leg, lowering your body into a lunge until both knees form 90-degree angles, keeping your front knee over your ankle and your back knee just above the ground. Exhale as you push through your right heel to stand and bring your left leg forward into the next lunge. Continue alternating legs, keeping your torso upright and core engaged. Avoid letting your front knee extend past your toes or your back knee touch the ground.",,assets/images/walking_lunges_with_dumbbells.jpg,Quads;Glutes,Legs;Glutes,Knees,Strength,FALSE,Intermediate,5,03-04,10-15 per leg,60,Dynamic,Lunge,Dumbbells,Moderate,Main,,Bodyweight,,
wide_grip_lat_pull_down,Wide-Grip Lat Pull-Down,"Sit at a lat pull-down machine and adjust the seat so your thighs are secured under the pads. Grasp the bar with a wide overhand grip, hands wider than shoulder-width. Sit upright, engage your core, and lean back slightly (about 20 degrees). Exhale as you pull the bar down toward your upper chest, driving your elbows down and squeezing your lats. Pause briefly, then inhale as you return the bar to the starting position with control. Avoid pulling the bar behind your neck or using momentum to pull the weight.",,assets/images/wide_grip_lat_pull_down.jpg,Lats;Upper Back,Back,Shoulders,Strength,FALSE,Intermediate,6,03-04,08-12,60,Dynamic,Pull,Lat Pull-Down Machine,Moderate,Main,,Dumbbells,,
wide_push_up,Wide Push Up,"Start in a high plank position with your hands placed wider than shoulder-width apart, fingers pointing forward, and body in a straight line from head to heels. Engage your core and keep your hips level. Inhale as you lower your chest toward the floor, bending your elbows outward, until your chest nearly touches the ground. Exhale as you push back up to the starting position, fully extending your arms. Focus on engaging your chest and shoulders. Avoid letting your hips sag or your shoulders shrug.",,assets/images/wide_push_up.jpg,Mid Chest;Front Shoulder;Triceps,Chest;Shoulders;Arms,Wrists;Shoulders,Strength,FALSE,Intermediate,4,03-04,10-15,60,Dynamic,Push,Bodyweight,Moderate,Main,,Bodyweight,,
kneeling_ab_wheel_rollout,Kneeling Ab Wheel Rollout,"Kneel on a mat with your feet crossed behind you, holding an ab wheel directly under your shoulders with both hands, arms extended. Engage your core by pulling your belly button toward your spine. Inhale as you slowly roll the wheel forward, extending your body while keeping your back straight and hips stable. Roll out as far as you can without letting your hips sag or your back arch, then exhale as you pull the wheel back to the starting position by contracting your abs. For beginners, roll out only a short distance to maintain control.",,,Upper Abs;Lower Abs,Core,Lower Back,Core,FALSE,Intermediate,4,03-04,08-12,60,Dynamic,Extension,Ab Wheel,Moderate,Main,,Bodyweight,,
reverse_fly,Reverse Fly,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Hinge at your hips to lean forward slightly, keeping your back flat and core engaged, letting the dumbbells hang below your shoulders, palms facing each other. Exhale as you raise your arms out to the sides, squeezing your rear delts and upper back, keeping a slight bend in your elbows. Inhale as you lower the dumbbells back to the starting position with control. Avoid shrugging your shoulders or using momentum to lift the weights.",,,Rear Shoulder;Upper Back,Shoulders;Back,Shoulders,Strength,FALSE,Intermediate,5,03-04,10-15,60,Dynamic,Pull,Dumbbells,Moderate,Main,,Bodyweight,,
wall_push_ups,Wall Push Ups,"Stand about arm’s length away from a wall, feet hip-width apart. Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart, fingers pointing up. Engage your core and keep your body in a straight line from head to heels. Inhale as you bend your elbows, lowering your chest toward the wall, keeping your elbows at a 45-degree angle to your torso. Exhale as you push back to the starting position, fully extending your arms. Avoid letting your hips sag or your shoulders shrug. This is a great beginner variation to build strength for floor push-ups.",,,Mid Chest;Front Shoulder;Triceps,Chest;Shoulders;Arms,Wrists,Strength,FALSE,Beginner,3,03-04,10-15,30,Dynamic,Push,Bodyweight,Low,Main,,Bodyweight,,
chair_squats,Chair Squats,"Stand in front of a sturdy chair with your feet shoulder-width apart, toes slightly turned out. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering your body until you lightly touch the chair with your glutes, keeping your knees tracking over your toes. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your back round. Use the chair for support if needed by holding the backrest.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Strength,FALSE,Beginner,3,03-04,10-15,30,Dynamic,Squat,Bodyweight,Low,Main,,Bodyweight,,
knee_plank,Knee Plank,"Start on your knees with your forearms on the ground, elbows directly under your shoulders, and body in a straight line from head to knees. Engage your core by pulling your belly button toward your spine, and keep your back flat. Hold this position, breathing steadily, without letting your hips sag or rise. Keep your neck neutral by looking at the floor just ahead of you. For beginners, start with 10-20 seconds and gradually increase the duration as you build strength.",,,Upper Abs;Lower Abs,Core,Shoulders,Core,TRUE,Beginner,3,03-04,20-30 seconds,30,Isometric,Plank,Bodyweight,Low,Main,20-60,Bodyweight,,
seated_dumbbell_shoulder_press,Seated Dumbbell Shoulder Press,"Sit on a chair or bench with your back straight, feet flat on the floor, holding a light dumbbell in each hand at shoulder height, palms facing forward, elbows bent at 90 degrees. Engage your core and keep your chest up. Exhale as you press the dumbbells overhead, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to shoulder height, keeping your elbows at a 45-degree angle to your torso. Avoid shrugging your shoulders or arching your back. Use light weights to start.",,,Front Shoulder;Mid Shoulder,Shoulders,Shoulders,Strength,FALSE,Beginner,4,03-04,10-12,60,Dynamic,Press,Dumbbells,Moderate,Main,,Bodyweight,,
standing_hip_circles,Standing Hip Circles,"Stand with your feet shoulder-width apart, hands on your hips. Engage your core and keep your upper body still. Slowly circle your hips in a clockwise direction, making large, controlled circles, as if drawing a hula hoop motion with your hips. Complete the desired number of reps, then switch to counterclockwise circles. Focus on smooth, controlled movements to warm up your hips and improve mobility. Avoid jerking or overextending your lower back.",,,Hips,Full Body,,Warm-Up,FALSE,Beginner,3,01-Feb,10-15 per direction,30,Dynamic,Rotation,Bodyweight,Low,Warm-Up,,Bodyweight,,
seated_machine_chest_press,Seated Machine Chest Press,"Sit on a chest press machine with your back against the pad, feet flat on the floor, and hands grasping the handles at chest height, palms facing forward. Adjust the seat so the handles are at mid-chest level. Engage your core and keep your shoulders relaxed. Exhale as you press the handles forward until your arms are fully extended but not locked out. Inhale as you slowly return to the starting position with control, feeling a stretch in your chest. Avoid shrugging your shoulders or arching your back.",,,Mid Chest;Triceps,Chest;Arms,Shoulders,Strength,FALSE,Beginner,4,03-04,10-12,60,Dynamic,Press,Chest Press Machine,Moderate,Main,,Dumbbells,,
jump_rope,Jump Rope,"Stand with your feet hip-width apart, holding a jump rope with both hands, elbows close to your sides. Engage your core and keep your shoulders relaxed. Swing the rope over your head and jump over it with both feet, landing softly on the balls of your feet. Continue at a steady pace, keeping your jumps low to the ground and your breathing steady. For beginners, start with 20-30 seconds and rest as needed. Avoid jumping too high or tensing your shoulders.",,,Full Body,Full Body,,Cardio,FALSE,Beginner,8,03-04,30-60 seconds,30,Dynamic,Jump,Jump Rope,High,Cardio,30-90,Bodyweight,,
high_knees,High Knees,"Stand with your feet hip-width apart, arms by your sides. Engage your core and begin jogging in place, lifting your knees as high as possible toward your chest with each step. Pump your arms in sync with your legs, keeping your movements quick and controlled. Land softly on the balls of your feet and maintain an upright posture. Perform at a moderate pace for beginners, focusing on form rather than speed. Avoid slouching or overstriding.",,,Quads;Calves,Legs;Full Body,,Cardio,FALSE,Beginner,7,03-04,30-60 seconds,30,Dynamic,Run,Bodyweight,High,Cardio,30-90,Bodyweight,,
mountain_climbers,Mountain Climbers,"Start in a high plank position with your hands directly under your shoulders, body in a straight line from head to heels, and core engaged. Quickly drive your right knee toward your chest, then return it to the starting position as you simultaneously drive your left knee toward your chest. Continue alternating legs at a steady pace, keeping your hips level and breathing rhythmically. For beginners, slow down the pace to maintain control and avoid letting your hips rise too high.",,,Upper Abs;Lower Abs,Core;Full Body,,Cardio,FALSE,Intermediate,7,03-04,30-60 seconds,30,Dynamic,Plank,Bodyweight,High,Cardio,30-60,Bodyweight,,
bicycle_crunches,Bicycle Crunches,"Lie on your back with your knees bent, feet off the floor, and hands lightly behind your ears. Engage your core by pulling your belly button toward your spine. Lift your shoulder blades off the ground and bring your right elbow toward your left knee while extending your right leg straight out, hovering above the ground. Switch sides by bringing your left elbow toward your right knee while extending your left leg. Continue alternating sides in a pedaling motion, keeping your movements controlled. Avoid pulling on your neck or using momentum.",,,Upper Abs;Lower Abs;Obliques,Core,Neck,Core,FALSE,Intermediate,4,03-04,15-20 per side,60,Dynamic,Rotation,Bodyweight,Moderate,Main,,Bodyweight,,
russian_twists,Russian Twists,"Sit on the floor with your knees bent, feet flat on the ground (or lifted for more challenge), and lean back slightly to engage your core, keeping your back straight. Hold a dumbbell or weight with both hands at chest level. Engage your core and twist your torso to the right, bringing the weight toward the floor beside your hip. Twist to the left, moving the weight to the other side. Continue alternating sides in a controlled motion, keeping your core tight and breathing steadily. Avoid rounding your back or using your arms to swing the weight.",,,Obliques,Core,Lower Back,Core,FALSE,Intermediate,4,03-04,15-20 per side,60,Dynamic,Rotation,Dumbbells,Moderate,Main,,Bodyweight,,
seated_dumbbell_row,Seated Dumbbell Row,"Sit on a bench or chair with your feet flat on the floor, holding a dumbbell in each hand, palms facing each other. Lean forward slightly at your hips, keeping your back flat and core engaged, letting the dumbbells hang straight down. Exhale as you row the dumbbells up toward your waist, driving your elbows back and squeezing your shoulder blades together. Inhale as you lower the dumbbells back to the starting position with control. Avoid rounding your back or shrugging your shoulders.",,,Lats;Mid Back,Back,Shoulders,Strength,FALSE,Intermediate,5,03-04,10-12,60,Dynamic,Pull,Dumbbells,Moderate,Main,,Bodyweight,,
cable_bicep_curl,Cable Bicep Curl,"Stand at a cable machine with a straight bar attachment set at the lowest position. Grasp the bar with an underhand grip, hands shoulder-width apart, and stand with your feet shoulder-width apart, elbows tucked into your sides. Engage your core and keep your shoulders relaxed. Exhale as you curl the bar toward your chest, focusing on squeezing your biceps and keeping your upper arms stationary. Inhale as you slowly lower the bar back to the starting position, maintaining tension in your biceps. Avoid swinging the weight or leaning back.",,,Long Head Biceps;Short Head Biceps,Arms,Elbows,Strength,FALSE,Intermediate,5,03-04,10-12,60,Dynamic,Curl,Cable Machine,Moderate,Main,,Dumbbells,,
dumbbell_lunges,Dumbbell Lunges,"Stand with your feet hip-width apart, holding a dumbbell in each hand by your sides, palms facing your body. Step forward with your right leg, lowering your body into a lunge until both knees form 90-degree angles, keeping your front knee over your ankle and your back knee just above the ground. Exhale as you push through your right heel to return to the starting position. Repeat on the left leg, alternating sides. Keep your torso upright and core engaged. Avoid letting your front knee extend past your toes.",,,Quads;Glutes,Legs;Glutes,Knees,Strength,FALSE,Intermediate,5,03-04,10-15 per leg,60,Dynamic,Lunge,Dumbbells,Moderate,Main,,Bodyweight,,
side_plank,Side Plank,"Lie on your right side with your legs straight, propping yourself up on your right forearm, elbow directly under your shoulder. Stack your feet or place your left foot in front of your right for more stability. Engage your core and lift your hips off the ground, forming a straight line from head to heels. Hold this position, breathing steadily, without letting your hips sag. Switch to the left side after the desired duration. For beginners, start with 10-15 seconds per side and use your knees for support if needed.",,,Obliques,Core,Shoulders,Core,TRUE,Intermediate,4,03-04,15-30 seconds per side,30,Isometric,Plank,Bodyweight,Moderate,Main,30-45,Bodyweight,,
cat_cow_stretch,Cat-Cow Stretch,"Start on your hands and knees in a tabletop position, with your wrists under your shoulders and knees under your hips. Inhale as you drop your belly toward the floor, lifting your chest and tailbone toward the ceiling (cow pose), keeping your gaze forward. Exhale as you round your back, tucking your chin to your chest and pulling your belly button toward your spine (cat pose). Move slowly between these two positions, syncing your breath with the movement, to warm up your spine and improve mobility. Avoid forcing the stretch or overextending your neck.",,,Full Body,Full Body,Lower Back,Warm-Up,FALSE,Beginner,3,01-Feb,5-10 cycles,30,Dynamic,Stretch,Bodyweight,Low,Warm-Up,,Bodyweight,,
standing_calf_raises,Standing Calf Raises,"Stand with your feet hip-width apart, hands on your hips or lightly resting on a wall for balance. Engage your core and keep your posture upright. Exhale as you rise onto the balls of your feet, squeezing your calves at the top of the movement. Pause briefly, then inhale as you lower your heels back to the ground with control. For added challenge, perform on a step with your heels hanging off the edge to increase the range of motion. Avoid bouncing or using momentum to lift.",,,Calves,Legs,Ankles,Strength,FALSE,Beginner,3,03-04,15-20,30,Dynamic,Raise,Bodyweight,Low,Main,,Bodyweight,,
wall_sit,Wall Sit,"Stand with your back against a wall, feet about 2 feet away from the wall, hip-width apart. Slide down the wall by bending your knees until your thighs are parallel to the ground, forming a 90-degree angle at your knees. Keep your back flat against the wall, core engaged, and hands resting on your thighs or by your sides. Hold this position, breathing steadily, without letting your knees extend past your toes. For beginners, start with 15-20 seconds and gradually increase the duration.",,,Quads;Glutes,Legs;Glutes,Knees,Strength,TRUE,Beginner,4,03-04,20-30 seconds,30,Isometric,Squat,Bodyweight,Moderate,Main,30-90,Bodyweight,,
incline_push_ups,Incline Push Ups,"Place your hands on a sturdy elevated surface (like a bench or step), slightly wider than shoulder-width apart, fingers pointing forward. Step your feet back so your body forms a straight line from head to heels, core engaged. Inhale as you bend your elbows, lowering your chest toward the surface, keeping your elbows at a 45-degree angle to your torso. Exhale as you push back up to the starting position, fully extending your arms. Avoid letting your hips sag or your shoulders shrug. This is a great progression from wall push-ups.",,,Mid Chest;Front Shoulder;Triceps,Chest;Shoulders;Arms,Wrists,Strength,FALSE,Beginner,3,03-04,10-15,30,Dynamic,Push,Bodyweight,Low,Main,,Bodyweight,,
seated_dumbbell_bicep_curl,Seated Dumbbell Bicep Curl,"Sit on a chair or bench with your back straight, feet flat on the floor, holding a dumbbell in each hand, arms by your sides, palms facing forward. Keep your elbows tucked into your torso and your shoulders relaxed. Exhale as you curl the dumbbells toward your shoulders, focusing on squeezing your biceps and keeping your upper arms stationary. Pause at the top, then inhale as you slowly lower the dumbbells back to the starting position, maintaining control. Avoid swinging the weights or using your shoulders to lift.",,,Long Head Biceps;Short Head Biceps,Arms,Elbows,Strength,FALSE,Beginner,4,03-04,10-12,60,Dynamic,Curl,Dumbbells,Moderate,Main,,Bodyweight,,
dumbbell_goblet_squat,Dumbbell Goblet Squat,"Stand with your feet slightly wider than shoulder-width apart, toes slightly turned out, holding a dumbbell at chest level with both hands, elbows pointing down. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your knees tracking over your toes and your back straight. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your chest collapse forward.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Strength,FALSE,Beginner,4,03-04,10-12,60,Dynamic,Squat,Dumbbells,Moderate,Main,,Bodyweight,,
bird_dog,Bird Dog,"Start on your hands and knees in a tabletop position, with your wrists under your shoulders and knees under your hips. Engage your core to keep your spine neutral. Exhale as you extend your right arm forward and your left leg straight back, keeping both parallel to the ground, balancing on your left hand and right knee. Hold for a moment, then inhale as you return to the starting position. Switch sides, extending your left arm and right leg. Avoid arching your back or letting your hips rotate—keep your movements controlled.",,,Lower Back;Glutes;Upper Abs,Back;Glutes;Core,Lower Back,Core,FALSE,Beginner,3,03-04,10-15 per side,30,Dynamic,Extension,Bodyweight,Low,Main,,Bodyweight,,
seated_leg_press,Seated Leg Press,"Sit on a leg press machine with your back and hips against the seat, feet shoulder-width apart on the platform, toes slightly turned out. Adjust the seat so your knees are at a 90-degree angle. Grasp the handles for stability and engage your core. Exhale as you press through your heels to extend your legs, stopping just before locking your knees. Inhale as you slowly lower the platform back down until your knees are at a 90-degree angle again. Keep your hips and back against the seat and avoid rounding your lower back.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Strength,FALSE,Beginner,5,03-04,10-12,60,Dynamic,Press,Leg Press Machine,Moderate,Main,,Bodyweight,,
cable_woodchoppers,Cable Woodchoppers,"Set a cable machine to the highest position and attach a single handle. Stand sideways to the machine with your feet shoulder-width apart, holding the handle with both hands. Engage your core and keep your arms extended. Exhale as you pull the handle diagonally across your body toward your opposite hip, rotating your torso and pivoting your back foot for stability. Inhale as you return to the starting position with control. Perform on both sides. Avoid using your arms to pull—focus on rotating through your core.",,,Obliques,Core,Lower Back,Core,FALSE,Intermediate,5,03-04,10-15 per side,60,Dynamic,Rotation,Cable Machine,Moderate,Main,,Dumbbells,,
dumbbell_step_ups,Dumbbell Step-Ups,"Stand in front of a sturdy step or platform (knee height or lower for beginners), holding a dumbbell in each hand by your sides. Step your right foot fully onto the platform, pressing through your heel to lift your body up, bringing your left foot to meet your right. Step back down with your left foot, then your right, keeping your torso upright and core engaged. Alternate legs or complete all reps on one side before switching. Avoid bouncing or using momentum to step up.",,,Quads;Glutes,Legs;Glutes,Knees,Strength,FALSE,Intermediate,5,03-04,10-15 per leg,60,Dynamic,Step-Up,Dumbbells,Moderate,Main,,Bodyweight,,
side_lateral_raise,Side Lateral Raise,"Stand with your feet shoulder-width apart, holding a light dumbbell in each hand by your sides, palms facing in. Engage your core and keep your shoulders relaxed. Exhale as you raise your arms out to the sides to shoulder height, keeping a slight bend in your elbows to avoid strain. Pause briefly at the top, then inhale as you lower the dumbbells back to your sides with control. Avoid swinging the weights or shrugging your shoulders toward your ears. Use light weights for beginners.",,,Mid Shoulder,Shoulders,Shoulders,Strength,FALSE,Beginner,4,03-04,10-15,60,Dynamic,Raise,Dumbbells,Moderate,Main,,Bodyweight,,
burpees,Burpees,"Stand with your feet shoulder-width apart, arms by your sides. Squat down and place your hands on the floor in front of you, then jump your feet back into a high plank position, keeping your core engaged. Perform a push-up (optional for beginners), then jump your feet back toward your hands. From the squat position, explode upward into a jump, reaching your arms overhead. Land softly and immediately go into the next rep. Keep your movements controlled and breathe rhythmically. For beginners, step back instead of jumping.",,,Full Body,Full Body,Wrists;Knees,Cardio,FALSE,Intermediate,8,03-04,10-15,60,Dynamic,Jump,Bodyweight,High,Cardio,,Bodyweight,,
jumping_jacks,Jumping Jacks,"Stand with your feet together, arms by your sides. Engage your core and jump your feet out to the sides while simultaneously raising your arms overhead, forming a star shape with your body. Jump back to the starting position, bringing your feet together and arms back to your sides. Continue at a steady pace, landing softly on the balls of your feet and keeping your breathing steady. For beginners, step one foot out at a time instead of jumping to reduce impact.",,,Full Body,Full Body,,Cardio,FALSE,Beginner,6,03-04,30-60 seconds,30,Dynamic,Jump,Bodyweight,Moderate,Cardio,30,Bodyweight,,
leg_raises,Leg Raises,"Lie on your back with your legs straight, arms by your sides or under your glutes for support, and lower back pressed into the floor. Engage your core by pulling your belly button toward your spine. Exhale as you lift your legs straight up until they’re perpendicular to the floor, keeping them together. Inhale as you slowly lower your legs back down, stopping just above the ground without letting your lower back arch. For beginners, bend your knees slightly to reduce intensity.",,,Lower Abs,Core,Lower Back,Core,FALSE,Intermediate,4,03-04,10-15,60,Dynamic,Raise,Bodyweight,Moderate,Main,,Bodyweight,,
seated_calf_raise_machine,Seated Calf Raise Machine,"Sit on a seated calf raise machine with your thighs under the pads, balls of your feet on the platform, and heels hanging off the edge. Grasp the handles for stability and keep your back straight. Exhale as you press through the balls of your feet, raising your heels as high as possible and squeezing your calves at the top. Inhale as you lower your heels back down with control, feeling a stretch in your calves. Avoid bouncing or using momentum to lift the weight.",,,Calves,Legs,Ankles,Strength,FALSE,Intermediate,5,03-04,15-20,60,Dynamic,Raise,Seated Calf Raise Machine,Moderate,Main,,Bodyweight,,
dumbbell_front_squat,Dumbbell Front Squat,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height, palms facing in, elbows pointing down. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your knees tracking over your toes and your back straight. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your chest collapse forward.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Strength,FALSE,Intermediate,5,03-04,10-12,60,Dynamic,Squat,Dumbbells,Moderate,Main,,Bodyweight,,
reverse_lunges,Reverse Lunges,"Stand with your feet hip-width apart, hands on your hips or by your sides. Step your right leg back, lowering your body into a lunge until both knees form 90-degree angles, keeping your front knee over your ankle and your back knee just above the ground. Exhale as you push through your left heel to return to the starting position. Repeat on the left leg, alternating sides. Keep your torso upright and core engaged. Avoid letting your front knee extend past your toes or your back knee touch the ground.",,,Quads;Glutes,Legs;Glutes,Knees,Strength,FALSE,Beginner,4,03-04,10-15 per leg,60,Dynamic,Lunge,Bodyweight,Moderate,Main,,Bodyweight,,
dumbbell_reverse_lunges,Dumbbell Reverse Lunges,"Stand with your feet hip-width apart, holding a dumbbell in each hand by your sides, palms facing your body. Step your right leg back, lowering your body into a lunge until both knees form 90-degree angles, keeping your front knee over your ankle and your back knee just above the ground. Exhale as you push through your left heel to return to the starting position. Repeat on the left leg, alternating sides. Keep your torso upright and core engaged. Avoid letting your front knee extend past your toes.",,,Quads;Glutes,Legs;Glutes,Knees,Strength,FALSE,Intermediate,5,03-04,10-15 per leg,60,Dynamic,Lunge,Dumbbells,Moderate,Main,,Bodyweight,,
cable_tricep_kickback,Cable Tricep Kickback,"Set a cable machine to the lowest position and attach a single handle. Stand facing the machine, grabbing the handle with your right hand, palm facing in. Step back and hinge at your hips, leaning forward slightly, keeping your back flat and core engaged. Pin your right elbow to your side, upper arm parallel to the ground. Exhale as you extend your arm straight back, contracting your triceps. Inhale as you return to the starting position with control. Repeat on the other side. Avoid swinging the weight or moving your upper arm.",,,Long Head Triceps,Arms,Elbows,Strength,FALSE,Intermediate,5,03-04,10-15 per arm,60,Dynamic,Kickback,Cable Machine,Moderate,Main,,Dumbbells,,
dumbbell_tricep_kickback,Dumbbell Tricep Kickback,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Hinge at your hips to lean forward slightly, keeping your back flat and core engaged. Bend your elbows to bring the dumbbells up to your sides, upper arms parallel to the ground. Exhale as you extend your arms straight back, squeezing your triceps at the end of the movement. Inhale as you return to the starting position with control, keeping your upper arms stationary. Avoid swinging the weights or rounding your back.",,,Long Head Triceps,Arms,Elbows,Strength,FALSE,Intermediate,5,03-04,10-15 per arm,60,Dynamic,Kickback,Dumbbells,Moderate,Main,,Bodyweight,,
standing_arm_swings,Standing Arm Swings,"Stand with your feet shoulder-width apart, arms relaxed by your sides. Engage your core and keep your posture upright. Begin swinging your arms forward and backward in a controlled motion, gradually increasing the range of motion to warm up your shoulders. After 15-20 seconds, switch to crossing your arms in front of your chest and then opening them wide to the sides, forming a T-shape. Continue for another 15-20 seconds, keeping your movements smooth and breathing steadily. Avoid jerky motions or shrugging your shoulders.",,,Front Shoulder;Mid Shoulder,Shoulders,Shoulders,Warm-Up,FALSE,Beginner,3,01-Feb,15-20 seconds,30,Dynamic,Swing,Bodyweight,Low,Warm-Up,,Bodyweight,,
seated_machine_row,Seated Machine Row,"Sit on a seated row machine with your chest against the pad, feet flat on the floor, and hands grasping the handles with a neutral grip. Adjust the seat so your arms are fully extended when holding the handles. Engage your core and pull your shoulder blades back. Exhale as you pull the handles toward your torso, driving your elbows back and squeezing your shoulder blades together. Inhale as you slowly return to the starting position with control. Avoid rounding your back or shrugging your shoulders.",,,Lats;Mid Back,Back,Shoulders,Strength,FALSE,Intermediate,5,03-04,10-12,60,Dynamic,Pull,Seated Row Machine,Moderate,Main,,Dumbbells,,
